,Actual,Prediction,isAccurate
13543,3,3,True
13544,4,4,True
13545,5,5,True
13546,4,4,True
13547,5,5,True
13548,5,5,True
13549,4,4,True
13550,3,3,True
13551,5,5,True
13552,3,3,True
13553,5,5,True
13554,4,5,False
13555,1,1,True
13556,5,5,True
13557,5,5,True
13558,3,3,True
13559,5,5,True
13560,2,2,True
13561,5,5,True
13562,3,3,True
13563,1,1,True
13564,5,5,True
13565,2,2,True
13566,2,2,True
13567,1,1,True
13568,5,5,True
13569,2,2,True
13570,5,5,True
13571,5,5,True
13572,3,3,True
13573,1,1,True
13574,3,3,True
13575,5,5,True
13576,5,5,True
13577,4,4,True
13578,5,5,True
13579,5,5,True
13580,5,5,True
13581,5,5,True
13582,5,5,True
13583,4,4,True
13584,5,5,True
13585,5,5,True
13586,5,5,True
13587,5,5,True
13588,4,4,True
13589,5,5,True
13590,5,4,False
13591,3,3,True
13592,5,5,True
13593,5,5,True
13594,1,1,True
13595,5,5,True
13596,1,1,True
13597,5,5,True
13598,5,5,True
13599,3,3,True
13600,4,4,True
13601,5,5,True
13602,5,5,True
13603,5,5,True
13604,5,5,True
13605,5,5,True
13606,4,5,False
13607,5,5,True
13608,1,1,True
13609,4,4,True
13610,5,5,True
13611,5,5,True
13612,5,5,True
13613,1,1,True
13614,1,1,True
13615,5,5,True
13616,4,4,True
13617,1,1,True
13618,5,5,True
13619,4,4,True
13620,5,4,False
13621,5,5,True
13622,5,5,True
13623,5,5,True
13624,1,1,True
13625,5,5,True
13626,4,4,True
13627,5,5,True
13628,5,5,True
13629,1,1,True
13630,2,2,True
13631,4,5,False
13632,5,5,True
13633,5,5,True
13634,1,3,False
13635,5,5,True
13636,5,5,True
13637,4,4,True
13638,5,5,True
13639,1,1,True
13640,5,5,True
13641,3,3,True
13642,1,1,True
13643,3,3,True
13644,5,5,True
13645,5,5,True
13646,1,1,True
13647,4,4,True
13648,1,1,True
13649,5,5,True
13650,5,5,True
13651,5,5,True
13652,3,3,True
13653,5,5,True
13654,1,1,True
13655,1,4,False
13656,5,5,True
13657,5,5,True
13658,1,1,True
13659,5,5,True
13660,5,5,True
13661,4,5,False
13662,1,1,True
13663,3,3,True
13664,5,5,True
13665,4,4,True
13666,5,5,True
13667,5,5,True
13668,5,5,True
13669,4,4,True
13670,4,4,True
13671,4,5,False
13672,5,5,True
13673,4,4,True
13674,5,5,True
13675,5,5,True
13676,5,5,True
13677,5,1,False
13678,1,1,True
13679,5,4,False
13680,4,4,True
13681,1,1,True
13682,5,4,False
13683,3,3,True
13684,4,4,True
13685,5,5,True
13686,5,5,True
13687,2,2,True
13688,5,5,True
13689,3,3,True
13690,4,4,True
13691,5,5,True
13692,1,1,True
13693,4,4,True
13694,5,5,True
13695,2,2,True
13696,4,4,True
13697,5,5,True
13698,5,5,True
13699,5,5,True
13700,5,5,True
13701,3,3,True
13702,1,1,True
13703,4,4,True
13704,5,5,True
13705,3,3,True
13706,2,2,True
13707,5,5,True
13708,5,5,True
13709,5,5,True
13710,5,5,True
13711,5,5,True
13712,3,5,False
13713,5,5,True
13714,5,5,True
13715,4,4,True
13716,5,5,True
13717,3,3,True
13718,5,5,True
13719,1,1,True
13720,4,4,True
13721,1,1,True
13722,4,4,True
13723,5,5,True
13724,5,5,True
13725,1,1,True
13726,4,4,True
13727,5,5,True
13728,5,5,True
13729,1,1,True
13730,4,4,True
13731,4,4,True
13732,4,4,True
13733,5,5,True
13734,1,1,True
13735,1,1,True
13736,5,5,True
13737,5,5,True
13738,5,5,True
13739,5,5,True
13740,5,5,True
13741,5,5,True
13742,5,5,True
13743,3,3,True
13744,1,1,True
13745,5,5,True
13746,4,5,False
13747,4,4,True
13748,1,1,True
13749,1,1,True
13750,4,4,True
13751,5,5,True
13752,5,5,True
13753,4,4,True
13754,5,5,True
13755,5,5,True
13756,1,1,True
13757,4,4,True
13758,5,5,True
13759,5,5,True
13760,5,5,True
13761,5,5,True
13762,4,5,False
13763,4,4,True
13764,2,2,True
13765,4,4,True
13766,4,4,True
13767,5,5,True
13768,1,1,True
13769,5,5,True
13770,1,1,True
13771,5,5,True
13772,5,5,True
13773,4,4,True
13774,4,5,False
13775,5,5,True
13776,1,1,True
13777,1,1,True
13778,4,4,True
13779,1,1,True
13780,5,5,True
13781,5,5,True
13782,5,5,True
13783,4,4,True
13784,4,4,True
13785,5,5,True
13786,5,5,True
13787,5,5,True
13788,4,4,True
13789,5,5,True
13790,1,1,True
13791,4,4,True
13792,5,5,True
13793,5,5,True
13794,5,5,True
13795,5,5,True
13796,3,3,True
13797,3,3,True
13798,1,1,True
13799,5,5,True
13800,5,5,True
13801,5,5,True
13802,5,5,True
13803,5,5,True
13804,5,5,True
13805,5,5,True
13806,4,4,True
13807,3,3,True
13808,1,1,True
13809,5,5,True
13810,1,5,False
13811,5,5,True
13812,5,5,True
13813,4,4,True
13814,5,5,True
13815,4,4,True
13816,4,4,True
13817,4,4,True
13818,5,5,True
13819,3,3,True
13820,5,5,True
13821,4,4,True
13822,1,1,True
13823,4,5,False
13824,5,5,True
13825,4,4,True
13826,5,5,True
13827,2,2,True
13828,5,5,True
13829,5,5,True
13830,4,4,True
13831,5,5,True
13832,5,5,True
13833,5,5,True
13834,1,1,True
13835,5,5,True
13836,3,3,True
13837,1,1,True
13838,2,2,True
13839,5,5,True
13840,1,1,True
13841,4,4,True
13842,5,5,True
13843,5,5,True
13844,5,5,True
13845,4,4,True
13846,1,1,True
13847,5,5,True
13848,5,5,True
13849,5,5,True
13850,2,2,True
13851,1,1,True
13852,5,5,True
13853,5,5,True
13854,5,5,True
13855,4,4,True
13856,3,3,True
13857,3,3,True
13858,1,1,True
13859,3,3,True
13860,5,5,True
13861,1,1,True
13862,5,5,True
13863,5,5,True
13864,1,1,True
13865,5,5,True
13866,5,5,True
13867,5,5,True
13868,4,4,True
13869,5,5,True
13870,4,4,True
13871,1,1,True
13872,5,5,True
13873,5,5,True
13874,1,1,True
13875,2,2,True
13876,5,5,True
13877,5,5,True
13878,5,5,True
13879,5,5,True
13880,5,5,True
13881,5,5,True
13882,5,5,True
13883,5,5,True
13884,5,5,True
13885,4,4,True
13886,3,3,True
13887,5,5,True
13888,3,3,True
13889,3,3,True
13890,4,4,True
13891,5,5,True
13892,4,4,True
13893,1,1,True
13894,5,5,True
13895,5,5,True
13896,5,5,True
13897,5,5,True
13898,5,5,True
13899,2,2,True
13900,5,5,True
13901,3,3,True
13902,4,5,False
13903,5,5,True
13904,5,4,False
13905,5,5,True
13906,4,4,True
13907,3,3,True
13908,5,5,True
13909,1,3,False
13910,1,1,True
13911,4,5,False
13912,5,5,True
13913,5,5,True
13914,5,5,True
13915,5,5,True
13916,5,5,True
13917,5,5,True
13918,5,5,True
13919,5,5,True
13920,5,4,False
13921,1,1,True
13922,1,1,True
13923,5,5,True
13924,4,4,True
13925,5,5,True
13926,5,5,True
13927,5,5,True
13928,4,4,True
13929,5,5,True
13930,3,3,True
13931,3,5,False
13932,5,5,True
13933,5,5,True
13934,4,4,True
13935,1,1,True
13936,5,5,True
13937,1,1,True
13938,1,1,True
13939,1,1,True
13940,5,5,True
13941,4,4,True
13942,5,5,True
13943,1,1,True
13944,5,5,True
13945,1,1,True
13946,4,4,True
13947,4,4,True
13948,1,1,True
13949,1,1,True
13950,5,5,True
13951,4,4,True
13952,5,5,True
13953,5,5,True
13954,5,5,True
13955,1,1,True
13956,4,4,True
13957,5,5,True
13958,3,3,True
13959,1,1,True
13960,5,5,True
13961,5,5,True
13962,4,4,True
13963,5,5,True
13964,3,3,True
13965,5,5,True
13966,5,5,True
13967,5,5,True
13968,4,4,True
13969,5,5,True
13970,1,1,True
13971,5,5,True
13972,3,3,True
13973,5,5,True
13974,1,1,True
13975,4,4,True
13976,3,3,True
13977,4,4,True
13978,5,5,True
13979,5,5,True
13980,5,5,True
13981,5,5,True
13982,5,5,True
13983,5,5,True
13984,5,5,True
13985,5,5,True
13986,1,1,True
13987,1,1,True
13988,5,5,True
13989,3,3,True
13990,5,5,True
13991,4,4,True
13992,4,4,True
13993,5,5,True
13994,5,5,True
13995,1,1,True
13996,5,5,True
13997,5,5,True
13998,5,5,True
13999,4,4,True
14000,1,1,True
14001,5,5,True
14002,1,1,True
14003,3,3,True
14004,4,4,True
14005,4,4,True
14006,5,5,True
14007,4,4,True
14008,5,5,True
14009,3,3,True
14010,3,3,True
14011,5,5,True
14012,5,5,True
14013,5,5,True
14014,2,2,True
14015,1,1,True
14016,5,5,True
14017,4,4,True
14018,1,1,True
14019,4,4,True
14020,1,1,True
14021,3,3,True
14022,5,5,True
14023,3,3,True
14024,1,1,True
14025,5,5,True
14026,5,5,True
14027,5,5,True
14028,5,5,True
14029,5,5,True
14030,4,4,True
14031,4,4,True
14032,3,5,False
14033,5,5,True
14034,3,3,True
14035,5,5,True
14036,1,1,True
14037,4,4,True
14038,4,4,True
14039,1,1,True
14040,1,1,True
14041,5,5,True
14042,5,5,True
14043,4,4,True
14044,5,5,True
14045,5,5,True
14046,4,4,True
14047,4,5,False
14048,5,5,True
14049,5,5,True
14050,5,5,True
14051,5,5,True
14052,5,5,True
14053,5,5,True
14054,4,1,False
14055,5,5,True
14056,3,3,True
14057,5,5,True
14058,3,3,True
14059,5,5,True
14060,5,5,True
14061,4,4,True
14062,5,5,True
14063,2,2,True
14064,4,4,True
14065,5,5,True
14066,5,5,True
14067,5,5,True
14068,1,1,True
14069,4,4,True
14070,2,2,True
14071,1,1,True
14072,5,5,True
14073,5,5,True
14074,3,3,True
14075,5,5,True
14076,5,5,True
14077,5,5,True
14078,3,3,True
14079,5,5,True
14080,5,5,True
14081,4,1,False
14082,5,5,True
14083,5,5,True
14084,5,5,True
14085,5,5,True
14086,5,5,True
14087,2,2,True
14088,4,4,True
14089,5,5,True
14090,5,5,True
14091,5,5,True
14092,2,2,True
14093,5,5,True
14094,1,1,True
14095,3,3,True
14096,5,5,True
14097,1,1,True
14098,5,5,True
14099,5,5,True
14100,1,1,True
14101,5,5,True
14102,5,5,True
14103,4,4,True
14104,5,5,True
14105,4,4,True
14106,5,5,True
14107,3,3,True
14108,5,5,True
14109,1,1,True
14110,5,5,True
14111,5,5,True
14112,3,1,False
14113,5,5,True
14114,4,4,True
14115,3,3,True
14116,1,1,True
14117,4,3,False
14118,5,5,True
14119,5,5,True
14120,1,1,True
14121,5,5,True
14122,4,4,True
14123,4,4,True
14124,5,2,False
14125,5,5,True
14126,1,1,True
14127,4,4,True
14128,5,5,True
14129,4,4,True
14130,1,1,True
14131,3,3,True
14132,3,3,True
14133,5,5,True
14134,5,5,True
14135,3,5,False
14136,4,4,True
14137,1,1,True
14138,5,5,True
14139,5,5,True
14140,5,5,True
14141,5,5,True
14142,5,5,True
14143,5,5,True
14144,5,5,True
14145,5,5,True
14146,4,4,True
14147,5,5,True
14148,5,5,True
14149,4,4,True
14150,3,3,True
14151,5,5,True
14152,3,3,True
14153,3,3,True
14154,5,5,True
14155,5,5,True
14156,2,2,True
14157,5,5,True
14158,3,3,True
14159,5,5,True
14160,1,1,True
14161,5,5,True
14162,5,5,True
14163,5,5,True
14164,2,2,True
14165,1,1,True
14166,5,5,True
14167,5,5,True
14168,5,5,True
14169,4,4,True
14170,5,5,True
14171,1,1,True
14172,5,5,True
14173,5,3,False
14174,2,2,True
14175,5,5,True
14176,5,5,True
14177,4,4,True
14178,1,1,True
14179,4,4,True
14180,5,5,True
14181,4,5,False
14182,5,5,True
14183,5,5,True
14184,2,2,True
14185,5,5,True
14186,4,4,True
14187,4,3,False
14188,5,5,True
14189,4,4,True
14190,5,5,True
14191,1,1,True
14192,5,5,True
14193,4,4,True
14194,5,5,True
14195,5,5,True
14196,5,5,True
14197,5,5,True
14198,1,1,True
14199,5,5,True
14200,5,5,True
14201,5,5,True
14202,5,5,True
14203,1,1,True
14204,1,1,True
14205,5,5,True
14206,2,2,True
14207,5,5,True
14208,5,5,True
14209,5,5,True
14210,5,5,True
14211,5,5,True
14212,4,4,True
14213,5,5,True
14214,5,5,True
14215,5,5,True
14216,4,4,True
14217,4,4,True
14218,5,5,True
14219,1,1,True
14220,5,5,True
14221,5,5,True
14222,4,4,True
14223,5,5,True
14224,5,5,True
14225,4,4,True
14226,3,3,True
14227,5,1,False
14228,3,3,True
14229,5,5,True
14230,1,1,True
14231,5,5,True
14232,5,5,True
14233,5,5,True
14234,5,5,True
14235,5,5,True
14236,5,5,True
14237,5,5,True
14238,5,5,True
14239,5,5,True
14240,5,5,True
14241,5,5,True
14242,5,5,True
14243,3,4,False
14244,5,5,True
14245,3,3,True
14246,5,5,True
14247,5,5,True
14248,5,5,True
14249,5,5,True
14250,4,4,True
14251,5,5,True
14252,4,5,False
14253,5,5,True
14254,1,1,True
14255,5,5,True
14256,4,4,True
14257,2,2,True
14258,5,5,True
14259,5,5,True
14260,1,1,True
14261,5,5,True
14262,2,2,True
14263,1,1,True
14264,5,5,True
14265,3,5,False
14266,5,5,True
14267,3,3,True
14268,5,5,True
14269,5,5,True
14270,4,4,True
14271,1,1,True
14272,5,5,True
14273,5,5,True
14274,5,5,True
14275,4,4,True
14276,5,5,True
14277,4,4,True
14278,3,3,True
14279,5,5,True
14280,1,1,True
14281,4,4,True
14282,5,5,True
14283,4,4,True
14284,5,5,True
14285,4,4,True
14286,5,5,True
14287,4,4,True
14288,5,5,True
14289,5,5,True
14290,3,3,True
14291,4,4,True
14292,5,5,True
14293,5,5,True
14294,3,3,True
14295,1,1,True
14296,5,5,True
14297,5,5,True
14298,5,5,True
14299,2,2,True
14300,5,5,True
14301,4,4,True
14302,2,2,True
14303,5,5,True
14304,5,5,True
14305,5,4,False
14306,5,4,False
14307,3,3,True
14308,3,3,True
14309,1,1,True
14310,5,5,True
14311,4,4,True
14312,5,5,True
14313,3,3,True
14314,5,5,True
14315,5,5,True
14316,5,5,True
14317,5,5,True
14318,1,1,True
14319,5,5,True
14320,5,5,True
14321,1,1,True
14322,2,2,True
14323,2,2,True
14324,1,1,True
14325,4,4,True
14326,5,5,True
14327,5,5,True
14328,1,1,True
14329,5,5,True
14330,5,5,True
14331,5,5,True
14332,5,5,True
14333,5,5,True
14334,5,5,True
14335,5,5,True
14336,4,4,True
14337,5,5,True
14338,5,5,True
14339,4,4,True
14340,4,4,True
14341,4,4,True
14342,1,1,True
14343,4,4,True
14344,5,5,True
14345,2,2,True
14346,5,5,True
14347,5,5,True
14348,1,1,True
14349,5,5,True
14350,1,1,True
14351,4,4,True
14352,4,3,False
14353,5,5,True
14354,5,5,True
14355,5,5,True
14356,5,5,True
14357,3,3,True
14358,4,4,True
14359,1,1,True
14360,5,5,True
14361,5,5,True
14362,5,5,True
14363,1,1,True
14364,5,5,True
14365,5,5,True
14366,5,5,True
14367,4,5,False
14368,1,1,True
14369,5,5,True
14370,1,1,True
14371,5,5,True
14372,5,5,True
14373,4,4,True
14374,4,4,True
14375,5,5,True
14376,5,5,True
14377,5,5,True
14378,4,4,True
14379,2,2,True
14380,4,4,True
14381,5,5,True
14382,5,5,True
14383,5,5,True
14384,5,5,True
14385,5,5,True
14386,5,5,True
14387,3,3,True
14388,5,5,True
14389,5,5,True
14390,4,4,True
14391,5,5,True
14392,5,5,True
14393,5,5,True
14394,5,5,True
14395,5,5,True
14396,5,5,True
14397,5,5,True
14398,5,5,True
14399,4,4,True
14400,5,5,True
14401,5,5,True
14402,5,5,True
14403,1,1,True
14404,5,5,True
14405,5,5,True
14406,5,5,True
14407,1,1,True
14408,5,5,True
14409,5,5,True
14410,4,5,False
14411,4,4,True
14412,4,4,True
14413,1,1,True
14414,5,5,True
14415,4,4,True
14416,5,5,True
14417,5,5,True
14418,5,5,True
14419,5,5,True
14420,3,3,True
14421,3,3,True
14422,1,1,True
14423,5,5,True
14424,5,5,True
14425,1,5,False
14426,5,5,True
14427,4,5,False
14428,5,5,True
14429,4,4,True
14430,5,5,True
14431,5,5,True
14432,5,5,True
14433,3,5,False
14434,2,2,True
14435,5,5,True
14436,5,5,True
14437,1,1,True
14438,5,5,True
14439,3,5,False
14440,5,5,True
14441,5,5,True
14442,3,3,True
14443,4,4,True
14444,5,5,True
14445,5,5,True
14446,1,1,True
14447,2,2,True
14448,4,5,False
14449,1,1,True
14450,4,4,True
14451,5,5,True
14452,5,5,True
14453,3,3,True
14454,4,4,True
14455,4,4,True
14456,5,5,True
14457,1,1,True
14458,4,4,True
14459,5,5,True
14460,1,1,True
14461,4,4,True
14462,4,4,True
14463,5,5,True
14464,5,5,True
14465,2,2,True
14466,3,3,True
14467,1,1,True
14468,4,4,True
14469,5,5,True
14470,2,2,True
14471,4,4,True
14472,5,5,True
14473,5,5,True
14474,5,5,True
14475,4,4,True
14476,5,5,True
14477,1,1,True
14478,5,5,True
14479,3,3,True
14480,5,5,True
14481,5,5,True
14482,1,1,True
14483,4,4,True
14484,3,3,True
14485,1,1,True
14486,5,5,True
14487,2,2,True
14488,2,4,False
14489,4,4,True
14490,4,4,True
14491,5,5,True
14492,4,4,True
14493,5,5,True
14494,5,5,True
14495,4,4,True
14496,5,5,True
14497,4,4,True
14498,4,4,True
14499,5,5,True
14500,5,5,True
14501,5,5,True
14502,5,5,True
14503,5,5,True
14504,3,3,True
14505,1,1,True
14506,5,5,True
14507,1,1,True
14508,1,1,True
14509,5,5,True
14510,5,5,True
14511,5,5,True
14512,1,1,True
14513,5,5,True
14514,1,1,True
14515,4,4,True
14516,3,3,True
14517,5,5,True
14518,4,4,True
14519,4,4,True
14520,5,5,True
14521,5,5,True
14522,5,5,True
14523,5,5,True
14524,5,5,True
14525,5,5,True
14526,5,5,True
14527,4,4,True
14528,5,5,True
14529,5,3,False
14530,5,5,True
14531,1,1,True
14532,5,5,True
14533,1,1,True
14534,5,5,True
14535,3,3,True
14536,5,5,True
14537,4,4,True
14538,4,4,True
14539,5,5,True
14540,5,5,True
14541,5,5,True
14542,5,5,True
14543,5,5,True
14544,3,3,True
14545,1,1,True
14546,1,1,True
14547,5,5,True
14548,5,5,True
14549,5,5,True
14550,5,5,True
14551,5,5,True
14552,5,5,True
14553,5,5,True
14554,5,5,True
14555,5,5,True
14556,1,1,True
14557,5,5,True
14558,1,1,True
14559,4,4,True
14560,5,5,True
14561,4,4,True
14562,1,1,True
14563,2,2,True
14564,1,1,True
14565,5,5,True
14566,5,4,False
14567,5,5,True
14568,5,5,True
14569,4,4,True
14570,1,1,True
14571,1,1,True
14572,5,4,False
14573,3,3,True
14574,3,1,False
14575,4,4,True
14576,5,5,True
14577,5,5,True
14578,5,5,True
14579,3,3,True
14580,5,5,True
14581,3,3,True
14582,4,5,False
14583,1,1,True
14584,1,1,True
14585,1,1,True
14586,5,5,True
14587,5,5,True
14588,5,5,True
14589,5,5,True
14590,5,5,True
14591,5,5,True
14592,3,3,True
14593,5,5,True
14594,5,5,True
14595,5,5,True
14596,5,5,True
14597,1,1,True
14598,4,4,True
14599,5,5,True
14600,5,5,True
14601,4,4,True
14602,4,4,True
14603,3,3,True
14604,5,5,True
14605,4,4,True
14606,4,4,True
14607,5,5,True
14608,4,4,True
14609,4,4,True
14610,4,4,True
14611,2,2,True
14612,5,5,True
14613,3,3,True
14614,5,5,True
14615,5,5,True
14616,1,1,True
14617,4,4,True
14618,5,5,True
14619,1,1,True
14620,5,5,True
14621,5,5,True
14622,5,5,True
14623,4,4,True
14624,5,5,True
14625,4,4,True
14626,5,5,True
14627,1,1,True
14628,5,5,True
14629,5,5,True
14630,5,5,True
14631,5,5,True
14632,5,5,True
14633,4,4,True
14634,1,1,True
14635,5,5,True
14636,5,3,False
14637,3,3,True
14638,1,1,True
14639,5,5,True
14640,3,3,True
14641,4,4,True
14642,4,4,True
14643,5,5,True
14644,1,1,True
14645,5,5,True
14646,4,4,True
14647,5,5,True
14648,4,4,True
14649,5,5,True
14650,1,1,True
14651,5,5,True
14652,1,1,True
14653,2,2,True
14654,5,5,True
14655,5,5,True
14656,4,4,True
14657,1,1,True
14658,4,4,True
14659,1,1,True
14660,1,1,True
14661,3,3,True
14662,5,5,True
14663,5,5,True
14664,5,5,True
14665,3,3,True
14666,4,4,True
14667,4,4,True
14668,1,5,False
14669,1,1,True
14670,5,5,True
14671,4,5,False
14672,1,1,True
14673,5,5,True
14674,5,5,True
14675,5,5,True
14676,5,5,True
14677,5,5,True
14678,5,5,True
14679,5,5,True
14680,4,4,True
14681,3,3,True
14682,4,5,False
14683,1,1,True
14684,1,1,True
14685,5,5,True
14686,5,5,True
14687,3,3,True
14688,3,3,True
14689,1,1,True
14690,5,5,True
14691,5,5,True
14692,4,4,True
14693,4,4,True
14694,5,5,True
14695,3,4,False
14696,5,5,True
14697,5,5,True
14698,5,5,True
14699,1,1,True
14700,5,5,True
14701,5,5,True
14702,5,5,True
14703,5,5,True
14704,5,5,True
14705,1,1,True
14706,3,3,True
14707,4,4,True
14708,1,1,True
14709,5,5,True
14710,4,4,True
14711,1,1,True
14712,5,5,True
14713,5,5,True
14714,5,5,True
14715,4,4,True
14716,5,5,True
14717,1,1,True
14718,4,4,True
14719,4,4,True
14720,5,5,True
14721,5,5,True
14722,5,5,True
14723,4,4,True
14724,4,4,True
14725,4,4,True
14726,5,5,True
14727,1,1,True
14728,2,2,True
14729,4,4,True
14730,3,3,True
14731,5,5,True
14732,5,5,True
14733,3,3,True
14734,3,3,True
14735,3,3,True
14736,5,5,True
14737,5,5,True
14738,5,5,True
14739,5,5,True
14740,5,5,True
14741,5,5,True
14742,1,1,True
14743,5,5,True
14744,5,5,True
14745,2,2,True
14746,5,5,True
14747,1,1,True
14748,4,4,True
14749,5,5,True
14750,1,1,True
14751,5,5,True
14752,5,5,True
14753,3,3,True
14754,3,3,True
14755,5,5,True
14756,5,5,True
14757,3,3,True
14758,4,4,True
14759,5,5,True
14760,1,1,True
14761,4,5,False
14762,5,5,True
14763,5,5,True
14764,3,5,False
14765,5,5,True
14766,2,2,True
14767,3,3,True
14768,1,1,True
14769,1,1,True
14770,5,5,True
14771,5,5,True
14772,5,5,True
14773,1,1,True
14774,5,5,True
14775,5,5,True
14776,5,5,True
14777,5,5,True
14778,4,4,True
14779,5,5,True
14780,5,5,True
14781,4,4,True
14782,5,5,True
14783,1,1,True
14784,5,5,True
14785,3,3,True
14786,3,3,True
14787,5,5,True
14788,1,1,True
14789,5,5,True
14790,5,5,True
14791,4,4,True
14792,5,5,True
14793,5,5,True
14794,5,5,True
14795,5,5,True
14796,4,4,True
14797,1,1,True
14798,5,5,True
14799,5,5,True
14800,5,5,True
14801,1,1,True
14802,5,5,True
14803,4,4,True
14804,5,5,True
14805,3,5,False
14806,1,1,True
14807,3,3,True
14808,5,5,True
14809,1,1,True
14810,5,5,True
14811,3,3,True
14812,5,5,True
14813,5,5,True
14814,5,5,True
14815,5,5,True
14816,4,1,False
14817,5,5,True
14818,5,5,True
14819,5,5,True
14820,5,5,True
14821,5,5,True
14822,5,5,True
14823,1,1,True
14824,5,5,True
14825,5,5,True
14826,1,1,True
14827,5,5,True
14828,4,4,True
14829,5,5,True
14830,3,3,True
14831,5,5,True
14832,3,3,True
14833,5,5,True
14834,4,4,True
14835,1,1,True
14836,5,4,False
14837,5,5,True
14838,4,4,True
14839,5,5,True
14840,5,5,True
14841,4,4,True
14842,5,5,True
14843,5,5,True
14844,5,4,False
14845,1,1,True
14846,5,5,True
14847,5,5,True
14848,2,2,True
14849,3,3,True
14850,3,3,True
14851,5,5,True
14852,5,5,True
14853,5,5,True
14854,5,5,True
14855,1,1,True
14856,4,4,True
14857,5,5,True
14858,1,1,True
14859,3,3,True
14860,1,1,True
14861,4,4,True
14862,5,5,True
14863,5,5,True
14864,4,4,True
14865,4,4,True
14866,5,5,True
14867,1,1,True
14868,5,5,True
14869,3,3,True
14870,5,5,True
14871,5,5,True
14872,5,4,False
14873,5,5,True
14874,1,1,True
14875,5,5,True
14876,1,1,True
14877,5,5,True
14878,4,4,True
14879,4,4,True
14880,5,5,True
14881,4,4,True
14882,5,5,True
14883,5,5,True
14884,5,5,True
14885,5,5,True
14886,4,4,True
14887,4,4,True
14888,4,4,True
14889,5,5,True
14890,4,4,True
14891,2,2,True
14892,1,1,True
14893,3,3,True
14894,4,4,True
14895,5,5,True
14896,1,1,True
14897,5,4,False
14898,5,5,True
14899,5,5,True
14900,4,4,True
14901,3,3,True
14902,5,5,True
14903,3,3,True
14904,5,5,True
14905,5,5,True
14906,5,5,True
14907,5,5,True
14908,5,5,True
14909,5,5,True
14910,4,4,True
14911,4,4,True
14912,5,5,True
14913,5,5,True
14914,4,4,True
14915,1,1,True
14916,3,3,True
14917,4,5,False
14918,5,5,True
14919,5,5,True
14920,5,5,True
14921,4,5,False
14922,5,5,True
14923,1,1,True
14924,1,1,True
14925,5,5,True
14926,3,3,True
14927,4,5,False
14928,5,5,True
14929,2,2,True
14930,5,5,True
14931,5,5,True
14932,4,4,True
14933,5,5,True
14934,5,5,True
14935,5,5,True
14936,4,4,True
14937,1,1,True
14938,5,5,True
14939,4,4,True
14940,2,2,True
14941,3,5,False
14942,5,4,False
14943,5,5,True
14944,3,4,False
14945,4,4,True
14946,1,1,True
14947,3,3,True
14948,5,5,True
14949,5,5,True
14950,2,5,False
14951,4,4,True
14952,2,2,True
14953,5,5,True
14954,1,1,True
14955,3,3,True
14956,5,5,True
14957,4,4,True
14958,5,5,True
14959,4,4,True
14960,5,5,True
14961,5,5,True
14962,4,4,True
14963,5,5,True
14964,5,5,True
14965,5,5,True
14966,1,1,True
14967,1,1,True
14968,4,4,True
14969,2,2,True
14970,5,5,True
14971,5,5,True
14972,4,4,True
14973,5,5,True
14974,5,5,True
14975,5,5,True
14976,4,4,True
14977,4,4,True
14978,3,3,True
14979,5,5,True
14980,5,5,True
14981,4,4,True
14982,5,5,True
14983,4,4,True
14984,4,3,False
14985,1,1,True
14986,5,5,True
14987,5,5,True
14988,5,5,True
14989,1,1,True
14990,3,3,True
14991,1,1,True
14992,5,5,True
14993,5,5,True
14994,4,4,True
14995,5,5,True
14996,5,5,True
14997,2,2,True
14998,5,5,True
14999,5,5,True
15000,5,5,True
15001,5,2,False
15002,5,5,True
15003,4,4,True
15004,5,5,True
15005,5,5,True
15006,3,3,True
15007,5,5,True
15008,5,5,True
15009,5,5,True
15010,4,4,True
15011,4,4,True
15012,4,4,True
15013,1,1,True
15014,5,5,True
15015,4,4,True
15016,1,1,True
15017,3,3,True
15018,4,4,True
15019,2,2,True
15020,3,5,False
15021,5,5,True
15022,5,5,True
15023,5,4,False
15024,5,5,True
15025,5,5,True
15026,4,4,True
15027,1,1,True
15028,5,5,True
15029,5,5,True
15030,4,4,True
15031,4,4,True
15032,5,5,True
15033,5,5,True
15034,5,5,True
15035,1,1,True
15036,5,5,True
15037,5,5,True
15038,4,4,True
15039,5,5,True
15040,4,5,False
15041,3,3,True
15042,5,5,True
15043,2,2,True
15044,5,5,True
15045,5,5,True
15046,1,1,True
15047,2,2,True
15048,5,5,True
15049,1,1,True
15050,1,1,True
15051,2,2,True
15052,4,4,True
15053,1,1,True
15054,5,5,True
15055,4,4,True
15056,5,5,True
15057,5,5,True
15058,1,1,True
15059,1,1,True
15060,1,1,True
15061,5,5,True
15062,5,5,True
15063,4,4,True
15064,4,4,True
15065,1,1,True
15066,5,5,True
15067,2,2,True
15068,5,5,True
15069,5,5,True
15070,5,5,True
15071,4,4,True
15072,1,1,True
15073,5,5,True
15074,1,1,True
15075,2,5,False
15076,5,5,True
15077,2,2,True
15078,4,4,True
15079,4,4,True
15080,5,5,True
15081,5,5,True
15082,5,5,True
15083,5,5,True
15084,5,5,True
15085,5,5,True
15086,4,4,True
15087,3,3,True
15088,4,5,False
15089,5,5,True
15090,5,5,True
15091,5,5,True
15092,2,2,True
15093,5,5,True
15094,4,4,True
15095,5,5,True
