,Actual,Prediction,Difference
27210,4,4.2,-0.20000000000000018
27211,3,3.4,-0.3999999999999999
27212,5,4.491666666666667,0.5083333333333329
27213,5,4.9,0.09999999999999964
27214,1,1.3,-0.30000000000000004
27215,1,1.0,0.0
27216,1,1.0,0.0
27217,5,5.0,0.0
27218,5,4.7,0.2999999999999998
27219,1,1.0,0.0
27220,2,2.5,-0.5
27221,1,1.0,0.0
27222,1,1.0,0.0
27223,4,4.0,0.0
27224,4,4.0,0.0
27225,1,1.0,0.0
27226,3,3.546984126984127,-0.5469841269841269
27227,5,3.869010989010989,1.130989010989011
27228,4,4.0,0.0
27229,5,5.0,0.0
27230,4,4.678809523809524,-0.678809523809524
27231,5,4.623333333333333,0.3766666666666669
27232,1,1.0,0.0
27233,5,2.6,2.4
27234,5,5.0,0.0
27235,5,5.0,0.0
27236,4,4.133333333333334,-0.13333333333333375
27237,4,4.4174999999999995,-0.41749999999999954
27238,5,5.0,0.0
27239,3,3.0,0.0
27240,5,5.0,0.0
27241,4,3.5,0.5
27242,5,4.783333333333333,0.21666666666666679
27243,4,3.9,0.10000000000000009
27244,2,2.8,-0.7999999999999998
27245,3,3.6,-0.6000000000000001
27246,3,3.1,-0.10000000000000009
27247,5,5.0,0.0
27248,5,4.7,0.2999999999999998
27249,1,2.4914285714285715,-1.4914285714285715
27250,5,4.8,0.20000000000000018
27251,5,5.0,0.0
27252,5,4.4,0.5999999999999996
27253,4,4.1,-0.09999999999999964
27254,5,5.0,0.0
27255,5,4.65,0.34999999999999964
27256,4,4.3,-0.2999999999999998
27257,5,4.7,0.2999999999999998
27258,1,2.0,-1.0
27259,5,3.8,1.2000000000000002
27260,1,1.3,-0.30000000000000004
27261,5,5.0,0.0
27262,4,4.0,0.0
27263,5,5.0,0.0
27264,5,5.0,0.0
27265,5,4.9,0.09999999999999964
27266,5,4.8,0.20000000000000018
27267,5,4.9,0.09999999999999964
27268,1,1.0,0.0
27269,5,4.7785714285714285,0.22142857142857153
27270,4,4.1,-0.09999999999999964
27271,5,5.0,0.0
27272,5,5.0,0.0
27273,5,4.8,0.20000000000000018
27274,4,4.2,-0.20000000000000018
27275,5,5.0,0.0
27276,1,1.1,-0.10000000000000009
27277,5,4.4,0.5999999999999996
27278,5,5.0,0.0
27279,5,4.9,0.09999999999999964
27280,3,3.0,0.0
27281,2,2.0,0.0
27282,5,4.6,0.40000000000000036
27283,4,4.0,0.0
27284,1,1.0,0.0
27285,5,5.0,0.0
27286,4,3.9,0.10000000000000009
27287,5,4.9,0.09999999999999964
27288,2,2.0,0.0
27289,1,1.7,-0.7
27290,1,2.3340376966950265,-1.3340376966950265
27291,5,4.666666666666666,0.3333333333333339
27292,4,4.8030952380952385,-0.8030952380952385
27293,1,1.0,0.0
27294,4,3.8,0.20000000000000018
27295,1,2.95,-1.9500000000000002
27296,5,4.8,0.20000000000000018
27297,4,4.7,-0.7000000000000002
27298,5,5.0,0.0
27299,5,5.0,0.0
27300,1,1.0,0.0
27301,5,5.0,0.0
27302,4,4.3,-0.2999999999999998
27303,5,5.0,0.0
27304,1,1.0,0.0
27305,5,4.6,0.40000000000000036
27306,5,4.4,0.5999999999999996
27307,3,2.4,0.6000000000000001
27308,4,4.35,-0.34999999999999964
27309,4,4.461494338994339,-0.46149433899433934
27310,5,5.0,0.0
27311,5,4.7,0.2999999999999998
27312,4,3.9,0.10000000000000009
27313,5,5.0,0.0
27314,5,5.0,0.0
27315,5,5.0,0.0
27316,5,5.0,0.0
27317,5,5.0,0.0
27318,5,4.2,0.7999999999999998
27319,4,4.0,0.0
27320,1,2.2,-1.2000000000000002
27321,4,4.0,0.0
27322,3,3.0,0.0
27323,4,4.0,0.0
27324,1,1.9,-0.8999999999999999
27325,5,4.3,0.7000000000000002
27326,5,5.0,0.0
27327,1,1.0,0.0
27328,5,4.8,0.20000000000000018
27329,4,4.0,0.0
27330,1,1.4909072461410455,-0.49090724614104553
27331,4,3.1,0.8999999999999999
27332,5,5.0,0.0
27333,4,4.2,-0.20000000000000018
27334,5,4.5,0.5
27335,5,5.0,0.0
27336,1,1.0,0.0
27337,3,3.2,-0.20000000000000018
27338,3,3.0,0.0
27339,5,4.8617171717171725,0.13828282828282745
27340,5,4.9,0.09999999999999964
27341,4,2.5575324675324675,1.4424675324675325
27342,5,5.0,0.0
27343,1,1.0,0.0
27344,4,4.0,0.0
27345,5,5.0,0.0
27346,4,4.0,0.0
27347,2,2.3,-0.2999999999999998
27348,5,4.6,0.40000000000000036
27349,5,4.9,0.09999999999999964
27350,3,3.618888888888889,-0.6188888888888888
27351,5,4.0,1.0
27352,5,4.7,0.2999999999999998
27353,2,2.0,0.0
27354,5,4.4,0.5999999999999996
27355,1,1.0,0.0
27356,4,3.9,0.10000000000000009
27357,5,5.0,0.0
27358,5,5.0,0.0
27359,1,1.0,0.0
27360,5,4.2,0.7999999999999998
27361,5,5.0,0.0
27362,5,4.8,0.20000000000000018
27363,5,5.0,0.0
27364,3,3.6,-0.6000000000000001
27365,5,4.9,0.09999999999999964
27366,4,4.0,0.0
27367,5,4.433333333333334,0.5666666666666664
27368,5,5.0,0.0
27369,5,5.0,0.0
27370,5,5.0,0.0
27371,4,3.9,0.10000000000000009
27372,5,4.9,0.09999999999999964
27373,5,5.0,0.0
27374,1,1.0,0.0
27375,5,4.9,0.09999999999999964
27376,1,1.0,0.0
27377,2,2.0,0.0
27378,3,3.3,-0.2999999999999998
27379,3,4.1,-1.0999999999999996
27380,5,4.45,0.5499999999999998
27381,4,4.0,0.0
27382,4,1.86,2.1399999999999997
27383,2,1.9,0.10000000000000009
27384,5,5.0,0.0
27385,5,4.8,0.20000000000000018
27386,4,3.6,0.3999999999999999
27387,4,4.4,-0.40000000000000036
27388,4,3.5316666666666663,0.4683333333333337
27389,5,4.8,0.20000000000000018
27390,5,5.0,0.0
27391,1,1.0,0.0
27392,5,5.0,0.0
27393,5,4.8,0.20000000000000018
27394,5,4.9,0.09999999999999964
27395,1,1.3,-0.30000000000000004
27396,4,3.84,0.16000000000000014
27397,5,4.8,0.20000000000000018
27398,5,4.2666666666666675,0.7333333333333325
27399,5,5.0,0.0
27400,5,5.0,0.0
27401,1,1.0,0.0
27402,5,4.6,0.40000000000000036
27403,5,5.0,0.0
27404,5,5.0,0.0
27405,1,1.6,-0.6000000000000001
27406,1,2.6,-1.6
27407,5,5.0,0.0
27408,5,5.0,0.0
27409,1,1.0,0.0
27410,5,5.0,0.0
27411,4,4.0,0.0
27412,5,5.0,0.0
27413,4,2.6,1.4
27414,3,3.0,0.0
27415,5,4.8,0.20000000000000018
27416,4,2.6875,1.3125
27417,5,3.7,1.2999999999999998
27418,2,2.5,-0.5
27419,5,4.8,0.20000000000000018
27420,2,2.8,-0.7999999999999998
27421,1,1.0,0.0
27422,4,4.0,0.0
27423,5,4.8,0.20000000000000018
27424,5,5.0,0.0
27425,4,4.1,-0.09999999999999964
27426,1,1.9,-0.8999999999999999
27427,5,4.679951241114671,0.3200487588853287
27428,1,1.0,0.0
27429,1,1.0,0.0
27430,1,1.0,0.0
27431,5,5.0,0.0
27432,4,4.05,-0.04999999999999982
27433,5,4.8,0.20000000000000018
27434,5,5.0,0.0
27435,5,2.8706113769271666,2.1293886230728334
27436,1,1.3,-0.30000000000000004
27437,5,4.9,0.09999999999999964
27438,4,4.1,-0.09999999999999964
27439,5,4.6,0.40000000000000036
27440,4,4.0,0.0
27441,5,5.0,0.0
27442,4,4.375696058327638,-0.3756960583276383
27443,3,2.7,0.2999999999999998
27444,1,1.0,0.0
27445,4,4.2,-0.20000000000000018
27446,5,5.0,0.0
27447,5,4.6,0.40000000000000036
27448,4,4.1,-0.09999999999999964
27449,4,3.9,0.10000000000000009
27450,5,5.0,0.0
27451,3,3.0,0.0
27452,3,3.0,0.0
27453,4,4.333333333333334,-0.3333333333333339
27454,5,5.0,0.0
27455,5,4.8,0.20000000000000018
27456,4,4.0,0.0
27457,1,1.0,0.0
27458,5,4.1,0.9000000000000004
27459,5,4.8,0.20000000000000018
27460,5,3.986681096681096,1.013318903318904
27461,4,4.1,-0.09999999999999964
27462,4,4.513333333333334,-0.5133333333333336
27463,5,4.1,0.9000000000000004
27464,2,1.9,0.10000000000000009
27465,1,1.3,-0.30000000000000004
27466,5,5.0,0.0
27467,5,4.6,0.40000000000000036
27468,5,4.8,0.20000000000000018
27469,5,5.0,0.0
27470,4,4.0,0.0
27471,5,4.9,0.09999999999999964
27472,1,1.4,-0.3999999999999999
27473,1,1.4,-0.3999999999999999
27474,4,4.2,-0.20000000000000018
27475,5,5.0,0.0
27476,5,5.0,0.0
27477,4,4.6025,-0.6025
27478,5,3.6,1.4
27479,3,3.0,0.0
27480,4,4.2,-0.20000000000000018
27481,3,3.2,-0.20000000000000018
27482,5,5.0,0.0
27483,4,4.0,0.0
27484,5,5.0,0.0
27485,1,1.0,0.0
27486,1,1.0,0.0
27487,5,5.0,0.0
27488,4,4.0,0.0
27489,1,2.0,-1.0
27490,5,3.5333333333333328,1.4666666666666672
27491,5,4.7,0.2999999999999998
27492,3,4.197142857142857,-1.1971428571428566
27493,1,1.7,-0.7
27494,5,5.0,0.0
27495,1,1.0,0.0
27496,5,5.0,0.0
27497,5,4.183333333333333,0.8166666666666673
27498,4,4.1,-0.09999999999999964
27499,5,5.0,0.0
27500,5,5.0,0.0
27501,3,3.0,0.0
27502,5,4.9,0.09999999999999964
27503,1,2.1,-1.1
27504,1,1.0,0.0
27505,4,4.0,0.0
27506,1,1.0,0.0
27507,5,4.5,0.5
27508,1,1.0,0.0
27509,1,3.1,-2.1
27510,5,4.6,0.40000000000000036
27511,5,4.6,0.40000000000000036
27512,4,4.3,-0.2999999999999998
27513,4,4.5,-0.5
27514,4,4.823333333333333,-0.8233333333333333
27515,4,4.133333333333334,-0.13333333333333375
27516,5,4.9,0.09999999999999964
27517,5,4.3,0.7000000000000002
27518,5,5.0,0.0
27519,5,5.0,0.0
27520,5,5.0,0.0
27521,5,4.6,0.40000000000000036
27522,5,5.0,0.0
27523,5,5.0,0.0
27524,5,4.4,0.5999999999999996
27525,1,1.0,0.0
27526,5,5.0,0.0
27527,5,4.7,0.2999999999999998
27528,5,5.0,0.0
27529,1,1.1,-0.10000000000000009
27530,3,3.0,0.0
27531,1,1.0,0.0
27532,5,4.6,0.40000000000000036
27533,5,5.0,0.0
27534,1,2.0,-1.0
27535,5,4.5,0.5
27536,1,3.986681096681096,-2.986681096681096
27537,1,2.0,-1.0
27538,5,5.0,0.0
27539,4,3.0666666666666664,0.9333333333333336
27540,1,1.0,0.0
27541,1,1.0,0.0
27542,3,3.0,0.0
27543,5,5.0,0.0
27544,5,4.7,0.2999999999999998
27545,3,3.6,-0.6000000000000001
27546,1,1.0,0.0
27547,5,4.9799999999999995,0.020000000000000462
27548,2,2.0,0.0
27549,5,5.0,0.0
27550,1,1.0,0.0
27551,4,3.9,0.10000000000000009
27552,3,3.2,-0.20000000000000018
27553,1,1.0,0.0
27554,5,5.0,0.0
27555,2,2.0,0.0
27556,1,1.3,-0.30000000000000004
27557,4,2.8,1.2000000000000002
27558,1,1.0,0.0
27559,3,3.0,0.0
27560,1,1.0,0.0
27561,5,4.9,0.09999999999999964
27562,4,4.1,-0.09999999999999964
27563,4,3.6,0.3999999999999999
27564,1,1.0,0.0
27565,4,4.782380952380953,-0.7823809523809526
27566,5,4.5,0.5
27567,1,3.625,-2.625
27568,5,4.3,0.7000000000000002
27569,5,5.0,0.0
27570,5,5.0,0.0
27571,1,1.0,0.0
27572,1,1.0,0.0
27573,5,5.0,0.0
27574,5,5.0,0.0
27575,5,4.6,0.40000000000000036
27576,4,3.0,1.0
27577,4,4.0,0.0
27578,5,5.0,0.0
27579,5,5.0,0.0
27580,5,5.0,0.0
27581,4,4.0,0.0
27582,2,2.7,-0.7000000000000002
27583,5,4.634761904761905,0.36523809523809536
27584,5,4.9,0.09999999999999964
27585,1,1.0,0.0
27586,3,3.5,-0.5
27587,5,5.0,0.0
27588,1,1.0,0.0
27589,1,1.3,-0.30000000000000004
27590,5,5.0,0.0
27591,5,4.8,0.20000000000000018
27592,1,1.7,-0.7
27593,5,5.0,0.0
27594,4,4.0,0.0
27595,5,5.0,0.0
27596,4,4.0,0.0
27597,5,4.6,0.40000000000000036
27598,4,3.8,0.20000000000000018
27599,5,4.584444444444444,0.4155555555555557
27600,4,4.0,0.0
27601,5,4.4833333333333325,0.5166666666666675
27602,1,1.0,0.0
27603,3,2.9,0.10000000000000009
27604,5,5.0,0.0
27605,1,1.4,-0.3999999999999999
27606,1,1.0,0.0
27607,5,4.8,0.20000000000000018
27608,1,1.5,-0.5
27609,5,4.9,0.09999999999999964
27610,5,4.4,0.5999999999999996
27611,5,4.7,0.2999999999999998
27612,1,1.3,-0.30000000000000004
27613,1,1.0,0.0
27614,5,4.8,0.20000000000000018
27615,3,3.6,-0.6000000000000001
27616,5,5.0,0.0
27617,5,4.5,0.5
27618,4,4.0,0.0
27619,5,5.0,0.0
27620,4,4.2,-0.20000000000000018
27621,3,3.0,0.0
27622,4,3.4,0.6000000000000001
27623,5,5.0,0.0
27624,5,4.6,0.40000000000000036
27625,5,5.0,0.0
27626,1,1.4833333333333334,-0.4833333333333334
27627,4,4.0,0.0
27628,5,4.9,0.09999999999999964
27629,4,4.166666666666666,-0.16666666666666607
27630,5,4.9,0.09999999999999964
27631,1,1.4,-0.3999999999999999
27632,5,5.0,0.0
27633,3,3.0,0.0
27634,4,4.4208333333333325,-0.4208333333333325
27635,5,4.8,0.20000000000000018
27636,5,3.9666666666666672,1.0333333333333328
27637,5,5.0,0.0
27638,5,5.0,0.0
27639,5,5.0,0.0
27640,5,5.0,0.0
27641,2,3.2,-1.2000000000000002
27642,5,4.7,0.2999999999999998
27643,5,3.9,1.1
27644,5,5.0,0.0
27645,5,5.0,0.0
27646,4,2.6066666666666665,1.3933333333333335
27647,4,3.7,0.2999999999999998
27648,4,3.8,0.20000000000000018
27649,1,1.4,-0.3999999999999999
27650,5,4.794444444444445,0.20555555555555483
27651,5,5.0,0.0
27652,5,4.412857142857144,0.5871428571428563
27653,4,4.266666666666667,-0.2666666666666666
27654,5,4.8,0.20000000000000018
27655,4,4.2,-0.20000000000000018
27656,3,4.0,-1.0
27657,5,5.0,0.0
27658,5,5.0,0.0
27659,5,4.9,0.09999999999999964
27660,4,4.1,-0.09999999999999964
27661,1,2.8,-1.7999999999999998
27662,2,2.4,-0.3999999999999999
27663,3,3.5,-0.5
27664,5,5.0,0.0
27665,5,4.5,0.5
27666,4,4.1,-0.09999999999999964
27667,5,5.0,0.0
27668,4,3.9,0.10000000000000009
27669,3,3.0,0.0
27670,5,4.2,0.7999999999999998
27671,1,1.4,-0.3999999999999999
27672,5,5.0,0.0
27673,5,5.0,0.0
27674,5,5.0,0.0
27675,1,1.75,-0.75
27676,1,1.0,0.0
27677,1,2.45,-1.4500000000000002
27678,3,4.012380952380953,-1.012380952380953
27679,5,4.6,0.40000000000000036
27680,4,4.2,-0.20000000000000018
27681,5,4.5,0.5
27682,1,1.0,0.0
27683,1,2.3,-1.2999999999999998
27684,2,3.7700000000000005,-1.7700000000000005
27685,5,5.0,0.0
27686,5,4.1,0.9000000000000004
27687,4,3.7,0.2999999999999998
27688,5,4.833333333333333,0.16666666666666696
27689,2,2.3,-0.2999999999999998
27690,1,1.4,-0.3999999999999999
27691,5,5.0,0.0
27692,5,4.8,0.20000000000000018
27693,5,4.8,0.20000000000000018
27694,4,4.679951241114671,-0.6799512411146713
27695,5,4.3,0.7000000000000002
27696,5,5.0,0.0
27697,5,5.0,0.0
27698,2,2.6,-0.6000000000000001
27699,3,3.4,-0.3999999999999999
27700,1,1.0,0.0
27701,5,5.0,0.0
27702,5,4.4,0.5999999999999996
27703,5,4.4,0.5999999999999996
27704,1,1.0,0.0
27705,5,5.0,0.0
27706,5,5.0,0.0
27707,4,4.0,0.0
27708,4,4.0,0.0
27709,5,5.0,0.0
27710,2,2.0,0.0
27711,4,4.0,0.0
27712,5,4.638333333333334,0.36166666666666636
27713,5,5.0,0.0
27714,5,4.9,0.09999999999999964
27715,3,3.0,0.0
27716,5,4.4,0.5999999999999996
27717,5,5.0,0.0
27718,5,5.0,0.0
27719,5,5.0,0.0
27720,5,5.0,0.0
27721,5,4.9,0.09999999999999964
27722,4,4.0,0.0
27723,4,4.5,-0.5
27724,5,4.3,0.7000000000000002
27725,5,4.5,0.5
27726,5,5.0,0.0
27727,5,5.0,0.0
27728,1,1.0,0.0
27729,5,4.5,0.5
27730,5,5.0,0.0
27731,5,4.8,0.20000000000000018
27732,1,1.0,0.0
27733,1,1.0,0.0
27734,5,5.0,0.0
27735,5,4.6,0.40000000000000036
27736,4,4.808141025641025,-0.8081410256410253
27737,1,1.0,0.0
27738,5,5.0,0.0
27739,1,1.0,0.0
27740,5,4.6,0.40000000000000036
27741,5,4.9,0.09999999999999964
27742,5,4.7,0.2999999999999998
27743,1,1.0,0.0
27744,4,4.0,0.0
27745,5,4.4,0.5999999999999996
27746,5,4.9,0.09999999999999964
27747,3,4.416666666666666,-1.416666666666666
27748,5,4.933333333333333,0.06666666666666732
27749,5,5.0,0.0
27750,4,4.883333333333334,-0.8833333333333337
27751,3,3.0,0.0
27752,3,3.4,-0.3999999999999999
27753,1,1.4,-0.3999999999999999
27754,3,2.6,0.3999999999999999
27755,5,5.0,0.0
27756,2,2.8,-0.7999999999999998
27757,2,2.3,-0.2999999999999998
27758,4,4.0,0.0
27759,4,3.4,0.6000000000000001
27760,5,4.5,0.5
27761,5,4.5,0.5
27762,5,5.0,0.0
27763,5,4.6,0.40000000000000036
27764,4,3.9,0.10000000000000009
27765,4,4.2,-0.20000000000000018
27766,5,5.0,0.0
27767,5,5.0,0.0
27768,4,3.7,0.2999999999999998
27769,4,4.0,0.0
27770,4,3.9,0.10000000000000009
27771,5,5.0,0.0
27772,5,4.861538461538461,0.13846153846153886
27773,5,4.7,0.2999999999999998
27774,5,5.0,0.0
27775,4,4.0,0.0
27776,5,4.8,0.20000000000000018
27777,5,4.566666666666666,0.43333333333333357
27778,5,4.8,0.20000000000000018
27779,5,4.471973771449578,0.5280262285504218
27780,5,5.0,0.0
27781,3,3.0,0.0
27782,5,5.0,0.0
27783,5,5.0,0.0
27784,5,4.1,0.9000000000000004
27785,5,4.9,0.09999999999999964
27786,5,4.7,0.2999999999999998
27787,5,5.0,0.0
27788,3,3.0,0.0
27789,5,4.6,0.40000000000000036
27790,5,5.0,0.0
27791,3,3.7,-0.7000000000000002
27792,5,4.9,0.09999999999999964
27793,1,1.0,0.0
27794,5,5.0,0.0
27795,4,4.3,-0.2999999999999998
27796,2,2.0,0.0
27797,5,4.8,0.20000000000000018
27798,1,1.4,-0.3999999999999999
27799,4,4.0,0.0
27800,5,4.6,0.40000000000000036
27801,1,1.0,0.0
27802,5,4.888888888888888,0.1111111111111116
27803,3,3.956666666666666,-0.9566666666666661
27804,5,5.0,0.0
27805,3,3.4,-0.3999999999999999
27806,2,2.5,-0.5
27807,5,5.0,0.0
27808,5,5.0,0.0
27809,1,1.0,0.0
27810,4,4.3,-0.2999999999999998
27811,2,2.0,0.0
27812,5,4.8,0.20000000000000018
27813,1,1.0,0.0
27814,1,1.5,-0.5
27815,5,5.0,0.0
27816,5,5.0,0.0
27817,2,2.6,-0.6000000000000001
27818,5,5.0,0.0
27819,2,2.0,0.0
27820,3,3.2,-0.20000000000000018
27821,5,5.0,0.0
27822,5,4.9,0.09999999999999964
27823,4,4.0,0.0
27824,4,4.2,-0.20000000000000018
27825,1,1.8,-0.8
27826,4,3.5,0.5
27827,1,1.0,0.0
27828,5,5.0,0.0
27829,5,5.0,0.0
27830,3,4.13952380952381,-1.1395238095238103
27831,5,4.6738888888888885,0.32611111111111146
27832,5,4.8,0.20000000000000018
27833,5,4.9,0.09999999999999964
27834,5,4.2,0.7999999999999998
27835,1,1.1,-0.10000000000000009
27836,5,5.0,0.0
27837,1,1.0,0.0
27838,5,5.0,0.0
27839,4,4.0,0.0
27840,2,2.902924991674992,-0.902924991674992
27841,5,4.616666666666666,0.38333333333333375
27842,1,1.3,-0.30000000000000004
27843,5,4.668809523809523,0.3311904761904767
27844,4,4.3092490842490845,-0.3092490842490845
27845,4,4.676666666666667,-0.6766666666666667
27846,1,1.0,0.0
27847,2,3.013333333333333,-1.0133333333333332
27848,5,5.0,0.0
27849,3,3.0,0.0
27850,5,4.9,0.09999999999999964
27851,4,4.3,-0.2999999999999998
27852,4,4.2,-0.20000000000000018
27853,5,4.9,0.09999999999999964
27854,3,3.0,0.0
27855,5,5.0,0.0
27856,3,3.766666666666667,-0.766666666666667
27857,5,4.766666666666667,0.2333333333333334
27858,4,4.3,-0.2999999999999998
27859,1,1.0,0.0
27860,3,3.9666666666666672,-0.9666666666666672
27861,5,4.375696058327638,0.6243039416723617
27862,2,2.6,-0.6000000000000001
27863,2,2.8,-0.7999999999999998
27864,2,2.3,-0.2999999999999998
27865,5,5.0,0.0
27866,3,3.9666666666666663,-0.9666666666666663
27867,5,5.0,0.0
27868,5,5.0,0.0
27869,5,4.9,0.09999999999999964
27870,4,4.581666666666666,-0.5816666666666661
27871,1,1.0,0.0
27872,4,3.9,0.10000000000000009
27873,4,3.7,0.2999999999999998
27874,3,3.0,0.0
27875,4,3.5700000000000003,0.4299999999999997
27876,4,4.2,-0.20000000000000018
27877,5,5.0,0.0
27878,1,1.0,0.0
27879,5,4.6,0.40000000000000036
27880,1,1.8,-0.8
27881,4,3.9,0.10000000000000009
27882,5,4.8,0.20000000000000018
27883,5,4.046330336330336,0.9536696636696638
27884,3,3.1,-0.10000000000000009
27885,5,4.2,0.7999999999999998
27886,1,1.0,0.0
27887,5,5.0,0.0
27888,4,3.6,0.3999999999999999
27889,5,5.0,0.0
27890,5,2.7,2.3
27891,1,1.0,0.0
27892,2,2.0,0.0
27893,4,4.4,-0.40000000000000036
27894,5,5.0,0.0
27895,3,3.5616666666666665,-0.5616666666666665
27896,1,2.2,-1.2000000000000002
27897,3,4.1,-1.0999999999999996
27898,4,4.0,0.0
27899,5,4.6,0.40000000000000036
27900,5,5.0,0.0
27901,1,1.0,0.0
27902,1,1.4,-0.3999999999999999
27903,4,4.0,0.0
27904,5,5.0,0.0
27905,4,4.283333333333333,-0.2833333333333332
27906,5,5.0,0.0
27907,4,4.527269455690508,-0.527269455690508
27908,5,5.0,0.0
27909,5,5.0,0.0
27910,4,4.0,0.0
27911,5,5.0,0.0
27912,3,2.0560683760683762,0.9439316239316238
27913,5,4.9,0.09999999999999964
27914,5,4.3,0.7000000000000002
27915,5,3.315714285714286,1.6842857142857142
27916,5,4.2,0.7999999999999998
27917,2,3.7,-1.7000000000000002
27918,5,5.0,0.0
27919,5,5.0,0.0
27920,4,3.4171428571428564,0.5828571428571436
27921,3,3.0,0.0
27922,1,1.0,0.0
27923,5,4.9,0.09999999999999964
27924,5,4.366666666666667,0.6333333333333329
27925,5,4.1,0.9000000000000004
27926,1,1.0,0.0
27927,4,4.0,0.0
27928,5,4.8,0.20000000000000018
27929,5,5.0,0.0
27930,5,4.283333333333333,0.7166666666666668
27931,5,4.8,0.20000000000000018
27932,5,5.0,0.0
27933,5,5.0,0.0
27934,5,4.4,0.5999999999999996
27935,5,4.1,0.9000000000000004
27936,5,4.219166666666666,0.7808333333333337
27937,2,3.2,-1.2000000000000002
27938,3,3.4,-0.3999999999999999
27939,5,4.742130037870901,0.2578699621290994
27940,5,5.0,0.0
27941,1,1.0,0.0
27942,1,3.6458333333333335,-2.6458333333333335
27943,5,5.0,0.0
27944,3,3.0,0.0
27945,5,4.8,0.20000000000000018
27946,5,5.0,0.0
27947,5,5.0,0.0
27948,5,4.75,0.25
27949,4,3.5,0.5
27950,5,5.0,0.0
27951,5,5.0,0.0
27952,5,4.7,0.2999999999999998
27953,1,1.7,-0.7
27954,1,1.0,0.0
27955,5,5.0,0.0
27956,2,1.9,0.10000000000000009
27957,5,4.9,0.09999999999999964
27958,5,5.0,0.0
27959,5,4.7,0.2999999999999998
27960,1,1.4,-0.3999999999999999
27961,5,4.5,0.5
27962,3,3.0,0.0
27963,2,1.7,0.30000000000000004
27964,5,4.5,0.5
27965,5,5.0,0.0
27966,2,3.1,-1.1
27967,5,5.0,0.0
27968,3,3.1,-0.10000000000000009
27969,5,4.7,0.2999999999999998
27970,4,3.9,0.10000000000000009
27971,5,5.0,0.0
27972,5,5.0,0.0
27973,5,5.0,0.0
27974,5,4.6,0.40000000000000036
27975,1,2.0,-1.0
27976,4,3.8,0.20000000000000018
27977,1,1.0,0.0
27978,5,4.5,0.5
27979,5,5.0,0.0
27980,4,2.723333333333333,1.2766666666666668
27981,5,5.0,0.0
27982,1,1.72,-0.72
27983,5,4.697301587301587,0.3026984126984127
27984,5,4.5,0.5
27985,5,5.0,0.0
27986,5,4.6,0.40000000000000036
27987,5,5.0,0.0
27988,1,1.0,0.0
27989,2,1.7,0.30000000000000004
27990,5,4.9,0.09999999999999964
27991,5,4.9,0.09999999999999964
27992,5,5.0,0.0
27993,1,1.0,0.0
27994,5,5.0,0.0
27995,5,5.0,0.0
27996,5,4.9,0.09999999999999964
27997,4,3.7,0.2999999999999998
27998,1,2.6,-1.6
27999,5,4.4,0.5999999999999996
28000,1,1.0,0.0
28001,5,4.440555555555556,0.559444444444444
28002,5,5.0,0.0
28003,5,4.528333333333333,0.4716666666666667
28004,5,3.4,1.6
28005,4,4.2,-0.20000000000000018
28006,5,4.8,0.20000000000000018
28007,3,3.4,-0.3999999999999999
28008,4,2.5306302018415026,1.4693697981584974
28009,5,4.9,0.09999999999999964
28010,5,5.0,0.0
28011,4,4.0,0.0
28012,5,5.0,0.0
28013,5,5.0,0.0
28014,5,5.0,0.0
28015,1,1.0,0.0
28016,5,4.9,0.09999999999999964
28017,5,4.6,0.40000000000000036
28018,4,2.6,1.4
28019,4,4.166666666666667,-0.16666666666666696
28020,5,4.9,0.09999999999999964
28021,4,4.0,0.0
28022,3,3.1,-0.10000000000000009
28023,3,3.7,-0.7000000000000002
28024,5,5.0,0.0
28025,4,4.0,0.0
28026,5,4.885,0.11500000000000021
28027,5,4.3,0.7000000000000002
28028,5,4.797087912087912,0.2029120879120878
28029,1,1.0,0.0
28030,5,5.0,0.0
28031,4,4.770238095238096,-0.7702380952380956
28032,5,4.8,0.20000000000000018
28033,5,5.0,0.0
28034,1,1.8800000000000001,-0.8800000000000001
28035,5,3.066666666666667,1.9333333333333331
28036,5,4.8,0.20000000000000018
28037,5,5.0,0.0
28038,5,4.835,0.16500000000000004
28039,3,3.0,0.0
28040,1,1.0,0.0
28041,2,2.4,-0.3999999999999999
28042,3,3.0,0.0
28043,1,1.2,-0.19999999999999996
28044,5,4.0,1.0
28045,1,1.7,-0.7
28046,4,4.0,0.0
28047,4,4.3,-0.2999999999999998
28048,2,2.2,-0.20000000000000018
28049,5,5.0,0.0
28050,5,4.95,0.04999999999999982
28051,1,1.0,0.0
28052,3,2.9,0.10000000000000009
28053,5,5.0,0.0
28054,5,4.8,0.20000000000000018
28055,4,4.0,0.0
28056,4,4.2,-0.20000000000000018
28057,5,5.0,0.0
28058,5,4.7,0.2999999999999998
28059,1,1.0,0.0
28060,5,4.8,0.20000000000000018
28061,1,2.6,-1.6
28062,5,4.9,0.09999999999999964
28063,5,4.353917748917749,0.6460822510822508
28064,5,5.0,0.0
28065,3,3.275,-0.2749999999999999
28066,5,4.2,0.7999999999999998
28067,1,1.7,-0.7
28068,5,5.0,0.0
28069,1,1.0,0.0
28070,5,3.6333333333333337,1.3666666666666663
28071,5,4.6,0.40000000000000036
28072,5,4.529209956709957,0.4707900432900427
28073,5,4.5,0.5
28074,4,4.0,0.0
28075,5,4.6,0.40000000000000036
